name	state	zscore_1_65
Dunn County	North Dakota	"{""rooms_1"": ""{county:6.5|state:2.9|us:2.3}"", ""age_55_59"": ""{county:10.0|state:6.3|us:6.7}"", ""income_mean"": ""{county:111059|state:85506|us:91547}"", ""earnings_male"": ""{county:73589|state:54353|us:54323}"", ""grapi_15_less"": ""{county:44.7|state:20.9|us:13.4}"", ""income_median"": ""{county:82750|state:65315|us:64994}"", ""ancestry_czech"": ""{county:3.9|state:1.4|us:0.4}"", ""in_agri_mining"": ""{county:19.3|state:9.2|us:1.7}"", ""rent_1000_1499"": ""{county:47.7|state:22.3|us:30.2}"", ""built_2010_2013"": ""{county:9.0|state:8.0|us:2.7}"", ""earnings_median"": ""{county:42784|state:38165|us:36280}"", ""ancestry_russian"": ""{county:3.3|state:2.6|us:0.8}"", ""income_percapita"": ""{county:45782|state:36289|us:35384}"", ""ancestry_ukranian"": ""{county:1.0|state:0.6|us:0.3}"", ""ancestry_norwegian"": ""{county:14.8|state:23.7|us:1.3}"", ""class_selfemployed"": ""{county:15.1|state:7.4|us:5.9}"", ""income_200000_more"": ""{county:10.3|state:6.0|us:8.3}"", ""income_100000_149999"": ""{county:25.1|state:17.0|us:15.6}""}"
Eddy County	North Dakota	"{""units_5_9"": ""{county:7.3|state:3.9|us:4.6}"", ""age_85_over"": ""{county:5.1|state:2.3|us:2.0}"", ""grapi_30_34"": ""{county:22.5|state:7.0|us:9.1}"", ""in_agri_mining"": ""{county:19.2|state:9.2|us:1.7}"", ""ancestry_german"": ""{county:46.9|state:36.9|us:13.0}"", ""built_1960_1969"": ""{county:18.1|state:8.7|us:10.5}"", ""ancestry_swedish"": ""{county:6.1|state:3.9|us:1.1}"", ""ancestry_norwegian"": ""{county:36.3|state:23.7|us:1.3}"", ""class_selfemployed"": ""{county:17.8|state:7.4|us:5.9}"", ""income_25000_34999"": ""{county:15.1|state:8.4|us:8.6}"", ""in_education_health"": ""{county:32.3|state:26.0|us:23.3}""}"
Emmons County	North Dakota	"{""age_median"": ""{county:50.7|state:35.2|us:38.2}"", ""age_62_over"": ""{county:33.9|state:18.8|us:19.6}"", ""age_65_over"": ""{county:29.8|state:15.3|us:16.0}"", ""age_85_over"": ""{county:6.7|state:2.3|us:2.0}"", ""grapi_30_34"": ""{county:18.8|state:7.0|us:9.1}"", ""in_wholesale"": ""{county:4.5|state:3.4|us:2.5}"", ""rent_500_less"": ""{county:59.9|state:12.2|us:8.9}"", ""ancestry_dutch"": ""{county:6.3|state:1.1|us:1.1}"", ""in_agri_mining"": ""{county:23.0|state:9.2|us:1.7}"", ""ancestry_german"": ""{county:64.9|state:36.9|us:13.0}"", ""built_1940_1949"": ""{county:12.4|state:4.2|us:4.8}"", ""ancestry_russian"": ""{county:8.8|state:2.6|us:0.8}"", ""class_selfemployed"": ""{county:16.2|state:7.4|us:5.9}""}"
Foster County	North Dakota	"{""rooms_9"": ""{county:23.1|state:17.9|us:11.8}"", ""job_sales"": ""{county:27.0|state:20.0|us:21.3}"", ""units_3_4"": ""{county:6.9|state:3.5|us:4.3}"", ""age_85_over"": ""{county:5.6|state:2.3|us:2.0}"", ""in_wholesale"": ""{county:5.2|state:3.4|us:2.5}"", ""ancestry_german"": ""{county:41.3|state:36.9|us:13.0}"", ""built_1970_1979"": ""{county:28.6|state:17.7|us:15.0}"", ""earnings_median"": ""{county:43118|state:38165|us:36280}"", ""built_2014_later"": ""{county:6.7|state:8.0|us:3.5}"", ""ancestry_norwegian"": ""{county:34.1|state:23.7|us:1.3}"", ""class_selfemployed"": ""{county:16.8|state:7.4|us:5.9}"", ""income_200000_more"": ""{county:10.0|state:6.0|us:8.3}"", ""edu_associate_degree"": ""{county:19.2|state:14.1|us:8.6}""}"
Golden Valley County	North Dakota	"{""rooms_8"": ""{county:15.0|state:9.4|us:8.8}"", ""age_55_59"": ""{county:11.9|state:6.3|us:6.7}"", ""grapi_20_24"": ""{county:26.9|state:14.3|us:12.9}"", ""in_wholesale"": ""{county:5.9|state:3.4|us:2.5}"", ""in_agri_mining"": ""{county:22.6|state:9.2|us:1.7}"", ""ancestry_german"": ""{county:48.2|state:36.9|us:13.0}"", ""built_1939_earlier"": ""{county:36.1|state:12.5|us:12.4}"", ""class_selfemployed"": ""{county:14.5|state:7.4|us:5.9}""}"
Grand Forks County	North Dakota	"{""rooms_3"": ""{county:15.0|state:9.6|us:9.0}"", ""age_20_24"": ""{county:14.8|state:8.3|us:6.7}"", ""age_25_34"": ""{county:16.9|state:15.2|us:13.9}"", ""units_10_19"": ""{county:8.8|state:5.4|us:4.3}"", ""ancestry_arab"": ""{county:0.8|state:0.4|us:0.6}"", ""units_20_more"": ""{county:23.8|state:15.0|us:9.4}"", ""built_2010_2013"": ""{county:6.5|state:8.0|us:2.7}"", ""occupied_renter"": ""{county:51.4|state:37.5|us:35.6}"", ""built_2014_later"": ""{county:7.6|state:8.0|us:3.5}"", ""ancestry_norwegian"": ""{county:28.4|state:23.7|us:1.3}"", ""in_education_health"": ""{county:34.3|state:26.0|us:23.3}"", ""value_200000_299999"": ""{county:32.2|state:26.5|us:20.0}"", ""edu_associate_degree"": ""{county:14.4|state:14.1|us:8.6}""}"
Grant County	North Dakota	"{""age_75_84"": ""{county:8.8|state:4.5|us:4.7}"", ""age_62_over"": ""{county:33.7|state:18.8|us:19.6}"", ""age_65_over"": ""{county:28.9|state:15.3|us:16.0}"", ""age_85_over"": ""{county:5.6|state:2.3|us:2.0}"", ""grapi_15_19"": ""{county:24.2|state:16.4|us:13.0}"", ""grapi_25_29"": ""{county:24.2|state:9.8|us:11.6}"", ""in_agri_mining"": ""{county:25.8|state:9.2|us:1.7}"", ""occupied_owner"": ""{county:87.9|state:62.5|us:64.4}"", ""ancestry_german"": ""{county:60.8|state:36.9|us:13.0}"", ""job_bus_sci_art"": ""{county:50.8|state:38.3|us:39.5}"", ""ancestry_russian"": ""{county:7.5|state:2.6|us:0.8}"", ""ancestry_ukranian"": ""{county:0.7|state:0.6|us:0.3}"", ""ancestry_hungarian"": ""{county:1.0|state:0.3|us:0.4}"", ""class_selfemployed"": ""{county:26.6|state:7.4|us:5.9}"", ""edu_associate_degree"": ""{county:14.5|state:14.1|us:8.6}""}"
Griggs County	North Dakota	"{""rooms_8"": ""{county:18.0|state:9.4|us:8.8}"", ""rooms_9"": ""{county:24.3|state:17.9|us:11.8}"", ""age_65_74"": ""{county:18.4|state:8.4|us:9.4}"", ""age_median"": ""{county:54.4|state:35.2|us:38.2}"", ""age_62_over"": ""{county:37.9|state:18.8|us:19.6}"", ""age_65_over"": ""{county:32.0|state:15.3|us:16.0}"", ""age_85_over"": ""{county:4.9|state:2.3|us:2.0}"", ""grapi_15_19"": ""{county:31.4|state:16.4|us:13.0}"", ""in_wholesale"": ""{county:6.2|state:3.4|us:2.5}"", ""rooms_median"": ""{county:6.6|state:5.6|us:5.5}"", ""grapi_15_less"": ""{county:40.7|state:20.9|us:13.4}"", ""rent_500_less"": ""{county:46.5|state:12.2|us:8.9}"", ""in_agri_mining"": ""{county:22.1|state:9.2|us:1.7}"", ""in_information"": ""{county:4.1|state:1.2|us:2.0}"", ""built_1960_1969"": ""{county:19.5|state:8.7|us:10.5}"", ""ancestry_norwegian"": ""{county:50.1|state:23.7|us:1.3}"", ""built_1939_earlier"": ""{county:33.0|state:12.5|us:12.4}"", ""class_selfemployed"": ""{county:16.0|state:7.4|us:5.9}""}"
Hettinger County	North Dakota	"{""ancestry_swiss"": ""{county:3.1|state:0.3|us:0.3}"", ""in_agri_mining"": ""{county:23.7|state:9.2|us:1.7}"", ""ancestry_german"": ""{county:52.0|state:36.9|us:13.0}"", ""built_1940_1949"": ""{county:10.0|state:4.2|us:4.8}"", ""ancestry_russian"": ""{county:4.9|state:2.6|us:0.8}"", ""ancestry_hungarian"": ""{county:2.8|state:0.3|us:0.4}"", ""class_selfemployed"": ""{county:21.9|state:7.4|us:5.9}""}"
Kidder County	North Dakota	"{""age_55_59"": ""{county:9.9|state:6.3|us:6.7}"", ""age_60_64"": ""{county:10.4|state:6.1|us:6.2}"", ""age_75_84"": ""{county:9.4|state:4.5|us:4.7}"", ""grapi_15_19"": ""{county:33.0|state:16.4|us:13.0}"", ""class_unpaid"": ""{county:1.6|state:0.3|us:0.2}"", ""in_agri_mining"": ""{county:24.0|state:9.2|us:1.7}"", ""in_information"": ""{county:3.5|state:1.2|us:2.0}"", ""ancestry_german"": ""{county:56.0|state:36.9|us:13.0}"", ""built_1960_1969"": ""{county:18.2|state:8.7|us:10.5}"", ""ancestry_russian"": ""{county:3.0|state:2.6|us:0.8}"", ""ancestry_norwegian"": ""{county:15.8|state:23.7|us:1.3}"", ""class_selfemployed"": ""{county:16.5|state:7.4|us:5.9}""}"
LaMoure County	North Dakota	"{""rooms_8"": ""{county:15.5|state:9.4|us:8.8}"", ""rooms_9"": ""{county:21.9|state:17.9|us:11.8}"", ""age_75_84"": ""{county:9.4|state:4.5|us:4.7}"", ""grapi_20_24"": ""{county:23.0|state:14.3|us:12.9}"", ""in_wholesale"": ""{county:5.6|state:3.4|us:2.5}"", ""rent_500_less"": ""{county:50.4|state:12.2|us:8.9}"", ""in_agri_mining"": ""{county:18.2|state:9.2|us:1.7}"", ""ancestry_german"": ""{county:54.4|state:36.9|us:13.0}"", ""ancestry_russian"": ""{county:3.7|state:2.6|us:0.8}"", ""units_boat_rv_van"": ""{county:0.8|state:0.0|us:0.1}"", ""ancestry_norwegian"": ""{county:20.4|state:23.7|us:1.3}"", ""class_selfemployed"": ""{county:17.0|state:7.4|us:5.9}""}"
Logan County	North Dakota	"{""age_75_84"": ""{county:10.6|state:4.5|us:4.7}"", ""age_median"": ""{county:52.7|state:35.2|us:38.2}"", ""age_62_over"": ""{county:34.1|state:18.8|us:19.6}"", ""age_65_over"": ""{county:29.4|state:15.3|us:16.0}"", ""age_85_over"": ""{county:5.6|state:2.3|us:2.0}"", ""grapi_25_29"": ""{county:21.5|state:9.8|us:11.6}"", ""in_wholesale"": ""{county:6.1|state:3.4|us:2.5}"", ""rent_500_999"": ""{county:84.8|state:57.0|us:34.3}"", ""in_agri_mining"": ""{county:26.0|state:9.2|us:1.7}"", ""ancestry_german"": ""{county:65.6|state:36.9|us:13.0}"", ""built_1940_1949"": ""{county:10.0|state:4.2|us:4.8}"", ""built_1960_1969"": ""{county:16.7|state:8.7|us:10.5}"", ""ancestry_russian"": ""{county:17.2|state:2.6|us:0.8}"", ""units_1_detached"": ""{county:90.6|state:57.0|us:61.7}"", ""class_selfemployed"": ""{county:25.5|state:7.4|us:5.9}"", ""edu_associate_degree"": ""{county:15.4|state:14.1|us:8.6}""}"
McHenry County	North Dakota	"{""in_wholesale"": ""{county:4.9|state:3.4|us:2.5}"", ""in_agri_mining"": ""{county:23.0|state:9.2|us:1.7}"", ""ancestry_german"": ""{county:44.2|state:36.9|us:13.0}"", ""ancestry_russian"": ""{county:2.6|state:2.6|us:0.8}"", ""ancestry_norwegian"": ""{county:25.9|state:23.7|us:1.3}"", ""class_selfemployed"": ""{county:14.8|state:7.4|us:5.9}"", ""edu_associate_degree"": ""{county:15.9|state:14.1|us:8.6}""}"
McIntosh County	North Dakota	"{""age_75_84"": ""{county:12.3|state:4.5|us:4.7}"", ""age_median"": ""{county:53.9|state:35.2|us:38.2}"", ""edu_9_less"": ""{county:10.8|state:2.7|us:4.9}"", ""age_21_over"": ""{county:81.8|state:72.2|us:73.5}"", ""age_62_over"": ""{county:35.1|state:18.8|us:19.6}"", ""age_65_over"": ""{county:31.6|state:15.3|us:16.0}"", ""age_85_over"": ""{county:6.9|state:2.3|us:2.0}"", ""class_unpaid"": ""{county:1.8|state:0.3|us:0.2}"", ""grapi_15_less"": ""{county:39.2|state:20.9|us:13.4}"", ""in_agri_mining"": ""{county:23.0|state:9.2|us:1.7}"", ""ancestry_german"": ""{county:64.5|state:36.9|us:13.0}"", ""built_1940_1949"": ""{county:13.6|state:4.2|us:4.8}"", ""built_1950_1959"": ""{county:17.2|state:8.6|us:10.2}"", ""ancestry_russian"": ""{county:17.2|state:2.6|us:0.8}"", ""value_50000_less"": ""{county:31.3|state:9.7|us:6.6}"", ""class_selfemployed"": ""{county:18.8|state:7.4|us:5.9}"", ""income_10000_14999"": ""{county:10.1|state:3.9|us:4.1}"", ""edu_associate_degree"": ""{county:15.9|state:14.1|us:8.6}""}"
McKenzie County	North Dakota	"{""age_5_9"": ""{county:10.2|state:6.6|us:6.1}"", ""rooms_1"": ""{county:24.9|state:2.9|us:2.3}"", ""employed"": ""{county:71.6|state:66.9|us:59.6}"", ""age_25_34"": ""{county:17.7|state:15.2|us:13.9}"", ""age_5_under"": ""{county:9.9|state:7.0|us:6.0}"", ""age_under18"": ""{county:32.2|state:23.4|us:22.4}"", ""in_wholesale"": ""{county:4.5|state:3.4|us:2.5}"", ""earnings_male"": ""{county:67689|state:54353|us:54323}"", ""units_20_more"": ""{county:22.7|state:15.0|us:9.4}"", ""in_agri_mining"": ""{county:19.2|state:9.2|us:1.7}"", ""built_2010_2013"": ""{county:14.9|state:8.0|us:2.7}"", ""earnings_female"": ""{county:50385|state:42337|us:44220}"", ""earnings_median"": ""{county:46580|state:38165|us:36280}"", ""in_construction"": ""{county:13.0|state:7.4|us:6.7}"", ""occupied_renter"": ""{county:42.5|state:37.5|us:35.6}"", ""ancestry_russian"": ""{county:3.1|state:2.6|us:0.8}"", ""built_2014_later"": ""{county:30.1|state:8.0|us:3.5}"", ""ancestry_ukranian"": ""{county:0.7|state:0.6|us:0.3}"", ""ancestry_norwegian"": ""{county:16.7|state:23.7|us:1.3}"", ""value_300000_499999"": ""{county:37.2|state:17.6|us:20.5}"", ""income_100000_149999"": ""{county:23.2|state:17.0|us:15.6}""}"
McLean County	North Dakota	"{""in_agri_mining"": ""{county:22.4|state:9.2|us:1.7}"", ""ancestry_russian"": ""{county:2.0|state:2.6|us:0.8}"", ""job_construction"": ""{county:20.0|state:11.9|us:8.7}"", ""ancestry_ukranian"": ""{county:1.4|state:0.6|us:0.3}"", ""ancestry_norwegian"": ""{county:18.8|state:23.7|us:1.3}"", ""edu_associate_degree"": ""{county:16.4|state:14.1|us:8.6}""}"
Mercer County	North Dakota	"{""rooms_1"": ""{county:8.7|state:2.9|us:2.3}"", ""age_55_59"": ""{county:9.3|state:6.3|us:6.7}"", ""grapi_20_24"": ""{county:22.1|state:14.3|us:12.9}"", ""earnings_male"": ""{county:76500|state:54353|us:54323}"", ""income_median"": ""{county:82087|state:65315|us:64994}"", ""ancestry_german"": ""{county:48.7|state:36.9|us:13.0}"", ""built_1970_1979"": ""{county:24.5|state:17.7|us:15.0}"", ""built_1980_1989"": ""{county:21.7|state:11.1|us:13.4}"", ""ancestry_russian"": ""{county:6.7|state:2.6|us:0.8}"", ""job_construction"": ""{county:22.5|state:11.9|us:8.7}"", ""ancestry_ukranian"": ""{county:0.8|state:0.6|us:0.3}"", ""in_transportation"": ""{county:12.3|state:5.4|us:5.5}"", ""ancestry_norwegian"": ""{county:17.2|state:23.7|us:1.3}"", ""edu_associate_degree"": ""{county:20.0|state:14.1|us:8.6}"", ""income_100000_149999"": ""{county:25.3|state:17.0|us:15.6}""}"
Morton County	North Dakota	"{""employed"": ""{county:71.1|state:66.9|us:59.6}"", ""ancestry_swiss"": ""{county:1.5|state:0.3|us:0.3}"", ""ancestry_german"": ""{county:54.6|state:36.9|us:13.0}"", ""built_2010_2013"": ""{county:6.5|state:8.0|us:2.7}"", ""ancestry_russian"": ""{county:6.5|state:2.6|us:0.8}"", ""built_2014_later"": ""{county:9.0|state:8.0|us:3.5}"", ""ancestry_norwegian"": ""{county:14.4|state:23.7|us:1.3}""}"
Mountrail County	North Dakota	"{""age_5_9"": ""{county:8.5|state:6.6|us:6.1}"", ""age_25_34"": ""{county:16.2|state:15.2|us:13.9}"", ""age_5_under"": ""{county:8.8|state:7.0|us:6.0}"", ""race_native"": ""{county:29.0|state:5.2|us:0.8}"", ""grapi_15_less"": ""{county:48.9|state:20.9|us:13.4}"", ""in_agri_mining"": ""{county:18.7|state:9.2|us:1.7}"", ""built_2010_2013"": ""{county:13.5|state:8.0|us:2.7}"", ""built_2014_later"": ""{county:8.7|state:8.0|us:3.5}"", ""ancestry_norwegian"": ""{county:21.0|state:23.7|us:1.3}""}"
Nelson County	North Dakota	"{""units_3_4"": ""{county:6.2|state:3.5|us:4.3}"", ""units_5_9"": ""{county:8.0|state:3.9|us:4.6}"", ""age_median"": ""{county:52.2|state:35.2|us:38.2}"", ""age_62_over"": ""{county:33.0|state:18.8|us:19.6}"", ""age_65_over"": ""{county:27.7|state:15.3|us:16.0}"", ""age_85_over"": ""{county:6.8|state:2.3|us:2.0}"", ""in_wholesale"": ""{county:8.7|state:3.4|us:2.5}"", ""rent_500_less"": ""{county:48.5|state:12.2|us:8.9}"", ""ancestry_czech"": ""{county:3.2|state:1.4|us:0.4}"", ""built_1960_1969"": ""{county:16.5|state:8.7|us:10.5}"", ""ancestry_norwegian"": ""{county:44.2|state:23.7|us:1.3}"", ""class_selfemployed"": ""{county:14.9|state:7.4|us:5.9}"", ""edu_associate_degree"": ""{county:14.7|state:14.1|us:8.6}""}"
Oliver County	North Dakota	"{""rooms_6"": ""{county:25.6|state:13.5|us:17.8}"", ""age_55_59"": ""{county:9.9|state:6.3|us:6.7}"", ""age_65_74"": ""{county:15.9|state:8.4|us:9.4}"", ""job_sales"": ""{county:25.7|state:20.0|us:21.3}"", ""grapi_30_34"": ""{county:48.1|state:7.0|us:9.1}"", ""earnings_male"": ""{county:74688|state:54353|us:54323}"", ""occupied_owner"": ""{county:88.8|state:62.5|us:64.4}"", ""ancestry_german"": ""{county:68.3|state:36.9|us:13.0}"", ""built_1950_1959"": ""{county:16.3|state:8.6|us:10.2}"", ""built_1970_1979"": ""{county:24.9|state:17.7|us:15.0}"", ""earnings_median"": ""{county:43783|state:38165|us:36280}"", ""ancestry_russian"": ""{county:5.8|state:2.6|us:0.8}"", ""ancestry_ukranian"": ""{county:0.7|state:0.6|us:0.3}"", ""in_transportation"": ""{county:19.2|state:5.4|us:5.5}"", ""ancestry_norwegian"": ""{county:19.9|state:23.7|us:1.3}"", ""value_200000_299999"": ""{county:30.3|state:26.5|us:20.0}"", ""edu_college_nodegree"": ""{county:32.0|state:22.2|us:20.3}"", ""income_100000_149999"": ""{county:20.7|state:17.0|us:15.6}"", ""income_150000_199999"": ""{county:12.7|state:6.3|us:7.1}""}"
Pembina County	North Dakota	"{""in_wholesale"": ""{county:5.5|state:3.4|us:2.5}"", ""ancestry_french"": ""{county:8.9|state:3.3|us:2.3}"", ""built_1950_1959"": ""{county:16.9|state:8.6|us:10.2}"", ""ancestry_norwegian"": ""{county:17.4|state:23.7|us:1.3}"", ""class_selfemployed"": ""{county:15.7|state:7.4|us:5.9}"", ""edu_associate_degree"": ""{county:14.7|state:14.1|us:8.6}""}"
Pierce County	North Dakota	"{""rooms_9"": ""{county:25.9|state:17.9|us:11.8}"", ""in_other"": ""{county:9.8|state:4.4|us:4.8}"", ""age_85_over"": ""{county:5.0|state:2.3|us:2.0}"", ""rooms_median"": ""{county:6.6|state:5.6|us:5.5}"", ""grapi_35_more"": ""{county:54.9|state:31.6|us:40.0}"", ""ancestry_german"": ""{county:46.9|state:36.9|us:13.0}"", ""built_1970_1979"": ""{county:23.5|state:17.7|us:15.0}"", ""job_bus_sci_art"": ""{county:53.7|state:38.3|us:39.5}"", ""ancestry_russian"": ""{county:4.5|state:2.6|us:0.8}"", ""ancestry_norwegian"": ""{county:28.3|state:23.7|us:1.3}"", ""class_selfemployed"": ""{county:16.1|state:7.4|us:5.9}"", ""income_10000_14999"": ""{county:10.1|state:3.9|us:4.1}""}"
Ramsey County	North Dakota	"{""age_5_9"": ""{county:8.9|state:6.6|us:6.1}"", ""rooms_1"": ""{county:5.7|state:2.9|us:2.3}"", ""units_3_4"": ""{county:7.2|state:3.5|us:4.3}"", ""job_service"": ""{county:28.1|state:17.1|us:17.4}"", ""units_10_19"": ""{county:6.6|state:5.4|us:4.3}"", ""ancestry_arab"": ""{county:0.8|state:0.4|us:0.6}"", ""in_information"": ""{county:2.8|state:1.2|us:2.0}"", ""ancestry_ukranian"": ""{county:0.7|state:0.6|us:0.3}"", ""ancestry_norwegian"": ""{county:34.5|state:23.7|us:1.3}"", ""edu_associate_degree"": ""{county:20.0|state:14.1|us:8.6}""}"
Ransom County	North Dakota	"{""age_85_over"": ""{county:4.5|state:2.3|us:2.0}"", ""grapi_15_19"": ""{county:25.2|state:16.4|us:13.0}"", ""units_10_19"": ""{county:11.9|state:5.4|us:4.3}"", ""ancestry_german"": ""{county:41.4|state:36.9|us:13.0}"", ""built_1940_1949"": ""{county:9.9|state:4.2|us:4.8}"", ""ancestry_swedish"": ""{county:6.2|state:3.9|us:1.1}"", ""in_manufacturing"": ""{county:28.8|state:6.7|us:10.0}"", ""job_prod_transpo"": ""{county:27.8|state:12.8|us:13.1}"", ""ancestry_norwegian"": ""{county:28.0|state:23.7|us:1.3}""}"
Renville County	North Dakota	"{""rooms_7"": ""{county:18.3|state:10.9|us:12.1}"", ""earnings_male"": ""{county:65132|state:54353|us:54323}"", ""grapi_15_less"": ""{county:34.7|state:20.9|us:13.4}"", ""in_agri_mining"": ""{county:20.0|state:9.2|us:1.7}"", ""ancestry_german"": ""{county:40.1|state:36.9|us:13.0}"", ""ancestry_russian"": ""{county:2.0|state:2.6|us:0.8}"", ""ancestry_ukranian"": ""{county:1.6|state:0.6|us:0.3}"", ""ancestry_norwegian"": ""{county:34.6|state:23.7|us:1.3}"", ""income_100000_149999"": ""{county:23.4|state:17.0|us:15.6}""}"
Richland County	North Dakota	"{""age_15_19"": ""{county:8.9|state:6.3|us:6.5}"", ""units_5_9"": ""{county:6.6|state:3.9|us:4.6}"", ""units_10_19"": ""{county:8.9|state:5.4|us:4.3}"", ""ancestry_czech"": ""{county:3.6|state:1.4|us:0.4}"", ""ancestry_german"": ""{county:45.1|state:36.9|us:13.0}"", ""ancestry_swedish"": ""{county:5.0|state:3.9|us:1.1}"", ""ancestry_norwegian"": ""{county:25.7|state:23.7|us:1.3}"", ""edu_associate_degree"": ""{county:20.8|state:14.1|us:8.6}""}"
Rolette County	North Dakota	"{""age_5_9"": ""{county:9.0|state:6.6|us:6.1}"", ""age_10_14"": ""{county:11.1|state:6.3|us:6.5}"", ""class_govt"": ""{county:46.2|state:16.1|us:13.9}"", ""age_5_under"": ""{county:8.8|state:7.0|us:6.0}"", ""age_under18"": ""{county:34.0|state:23.4|us:22.4}"", ""grapi_15_19"": ""{county:26.5|state:16.4|us:13.0}"", ""job_service"": ""{county:24.3|state:17.1|us:17.4}"", ""race_native"": ""{county:76.7|state:5.2|us:0.8}"", ""rent_500_less"": ""{county:58.1|state:12.2|us:8.9}"", ""ancestry_french"": ""{county:23.8|state:3.3|us:2.3}"", ""built_1970_1979"": ""{county:28.2|state:17.7|us:15.0}"", ""income_10000_less"": ""{county:16.4|state:5.6|us:5.8}"", ""in_education_health"": ""{county:41.5|state:26.0|us:23.3}"", ""edu_associate_degree"": ""{county:17.2|state:14.1|us:8.6}"", ""ancestry_frenchcanadian"": ""{county:2.8|state:0.9|us:0.6}""}"
Sargent County	North Dakota	"{""units_3_4"": ""{county:9.1|state:3.5|us:4.3}"", ""grapi_15_19"": ""{county:27.9|state:16.4|us:13.0}"", ""ancestry_german"": ""{county:40.1|state:36.9|us:13.0}"", ""earnings_median"": ""{county:43638|state:38165|us:36280}"", ""ancestry_swedish"": ""{county:6.6|state:3.9|us:1.1}"", ""in_manufacturing"": ""{county:34.8|state:6.7|us:10.0}"", ""job_prod_transpo"": ""{county:33.8|state:12.8|us:13.1}"", ""ancestry_norwegian"": ""{county:33.9|state:23.7|us:1.3}"", ""edu_associate_degree"": ""{county:15.3|state:14.1|us:8.6}""}"
Sheridan County	North Dakota	"{""rooms_9"": ""{county:23.9|state:17.9|us:11.8}"", ""age_75_84"": ""{county:13.3|state:4.5|us:4.7}"", ""age_median"": ""{county:52.5|state:35.2|us:38.2}"", ""age_18_over"": ""{county:84.1|state:76.6|us:77.6}"", ""age_21_over"": ""{county:82.2|state:72.2|us:73.5}"", ""age_62_over"": ""{county:37.5|state:18.8|us:19.6}"", ""age_65_over"": ""{county:31.7|state:15.3|us:16.0}"", ""age_85_over"": ""{county:5.1|state:2.3|us:2.0}"", ""grapi_35_more"": ""{county:53.1|state:31.6|us:40.0}"", ""rent_500_less"": ""{county:54.2|state:12.2|us:8.9}"", ""in_agri_mining"": ""{county:27.8|state:9.2|us:1.7}"", ""rent_2000_2499"": ""{county:9.4|state:1.1|us:6.2}"", ""rent_2500_2999"": ""{county:14.6|state:0.4|us:2.6}"", ""ancestry_german"": ""{county:53.7|state:36.9|us:13.0}"", ""in_construction"": ""{county:12.8|state:7.4|us:6.7}"", ""ancestry_norwegian"": ""{county:12.2|state:23.7|us:1.3}"", ""class_selfemployed"": ""{county:24.0|state:7.4|us:5.9}""}"
Sioux County	North Dakota	"{""age_10_14"": ""{county:11.3|state:6.3|us:6.5}"", ""age_15_19"": ""{county:9.5|state:6.3|us:6.5}"", ""class_govt"": ""{county:53.6|state:16.1|us:13.9}"", ""unemployed"": ""{county:9.1|state:2.1|us:3.4}"", ""age_5_under"": ""{county:9.8|state:7.0|us:6.0}"", ""age_under18"": ""{county:34.9|state:23.4|us:22.4}"", ""job_service"": ""{county:29.6|state:17.1|us:17.4}"", ""race_native"": ""{county:82.8|state:5.2|us:0.8}"", ""in_arts_food"": ""{county:22.6|state:7.9|us:9.4}"", ""grapi_15_less"": ""{county:55.1|state:20.9|us:13.4}"", ""rent_500_less"": ""{county:64.3|state:12.2|us:8.9}"", ""built_1970_1979"": ""{county:26.8|state:17.7|us:15.0}"", ""in_public_admin"": ""{county:19.2|state:4.7|us:4.7}"", ""occupied_renter"": ""{county:51.3|state:37.5|us:35.6}"", ""value_50000_less"": ""{county:37.8|state:9.7|us:6.6}""}"
Slope County	North Dakota	"{""rooms_8"": ""{county:13.8|state:9.4|us:8.8}"", ""age_55_59"": ""{county:9.4|state:6.3|us:6.7}"", ""age_75_84"": ""{county:9.9|state:4.5|us:4.7}"", ""age_62_over"": ""{county:34.1|state:18.8|us:19.6}"", ""grapi_30_34"": ""{county:26.5|state:7.0|us:9.1}"", ""class_unpaid"": ""{county:3.2|state:0.3|us:0.2}"", ""grapi_15_less"": ""{county:47.1|state:20.9|us:13.4}"", ""in_agri_mining"": ""{county:54.5|state:9.2|us:1.7}"", ""ancestry_danish"": ""{county:3.8|state:0.9|us:0.4}"", ""ancestry_german"": ""{county:48.7|state:36.9|us:13.0}"", ""job_bus_sci_art"": ""{county:60.7|state:38.3|us:39.5}"", ""ancestry_russian"": ""{county:2.7|state:2.6|us:0.8}"", ""ancestry_norwegian"": ""{county:19.9|state:23.7|us:1.3}"", ""built_1939_earlier"": ""{county:34.3|state:12.5|us:12.4}"", ""class_selfemployed"": ""{county:42.5|state:7.4|us:5.9}"", ""edu_associate_degree"": ""{county:20.9|state:14.1|us:8.6}""}"
