name	state	zscore_1_65
Anchorage Municipality	Alaska	"{""age_25_34"": ""{county:17.4|state:16.1|us:13.9}"", ""units_3_4"": ""{county:10.7|state:7.3|us:4.3}"", ""units_5_9"": ""{county:6.3|state:4.6|us:4.6}"", ""race_asian"": ""{county:9.8|state:6.4|us:5.6}"", ""race_mixed"": ""{county:11.0|state:9.3|us:5.2}"", ""income_mean"": ""{county:108393|state:98811|us:91547}"", ""rent_median"": ""{county:1310|state:1240|us:1096}"", ""race_pacific"": ""{county:2.9|state:1.4|us:0.2}"", ""income_median"": ""{county:84813|state:77790|us:64994}"", ""rent_1500_1999"": ""{county:19.5|state:18.9|us:14.9}"", ""rent_2000_2499"": ""{county:11.8|state:11.0|us:6.2}"", ""rent_2500_2999"": ""{county:3.4|state:2.4|us:2.6}"", ""built_1970_1979"": ""{county:27.7|state:23.0|us:15.0}"", ""built_1980_1989"": ""{county:26.4|state:26.1|us:13.4}"", ""earnings_female"": ""{county:52529|state:51273|us:44220}"", ""earnings_median"": ""{county:42906|state:40471|us:36280}"", ""income_percapita"": ""{county:41127|state:37094|us:35384}"", ""units_1_attached"": ""{county:13.0|state:7.4|us:5.9}"", ""in_transportation"": ""{county:9.8|state:8.9|us:5.5}"", ""income_200000_more"": ""{county:10.8|state:8.8|us:8.3}"", ""value_300000_499999"": ""{county:41.1|state:33.0|us:20.5}"", ""income_150000_199999"": ""{county:10.8|state:9.6|us:7.1}""}"
Bethel Census Area	Alaska	"{""age_5_9"": ""{county:10.6|state:7.2|us:6.1}"", ""rooms_1"": ""{county:10.0|state:6.0|us:2.3}"", ""rooms_2"": ""{county:13.2|state:7.3|us:2.8}"", ""rooms_3"": ""{county:20.1|state:12.1|us:9.0}"", ""rooms_4"": ""{county:29.2|state:19.8|us:16.1}"", ""age_10_14"": ""{county:9.1|state:6.7|us:6.5}"", ""job_sales"": ""{county:26.5|state:20.4|us:21.3}"", ""class_govt"": ""{county:47.7|state:25.9|us:13.9}"", ""unemployed"": ""{county:10.8|state:4.6|us:3.4}"", ""age_5_under"": ""{county:10.5|state:7.1|us:6.0}"", ""age_under18"": ""{county:35.6|state:24.9|us:22.4}"", ""race_native"": ""{county:83.2|state:14.6|us:0.8}"", ""rent_median"": ""{county:1368|state:1240|us:1096}"", ""edu_highschool"": ""{county:48.7|state:28.4|us:26.7}"", ""rent_1500_1999"": ""{county:28.8|state:18.9|us:14.9}"", ""rent_2000_2499"": ""{county:10.0|state:11.0|us:6.2}"", ""built_1980_1989"": ""{county:28.2|state:26.1|us:13.4}"", ""earnings_female"": ""{county:55801|state:51273|us:44220}"", ""in_public_admin"": ""{county:22.8|state:11.8|us:4.7}"", ""occupied_renter"": ""{county:44.2|state:35.2|us:35.6}"", ""value_50000_less"": ""{county:33.8|state:6.2|us:6.6}"", ""in_transportation"": ""{county:10.1|state:8.9|us:5.5}""}"
Bristol Bay Borough	Alaska	"{""rooms_1"": ""{county:18.1|state:6.0|us:2.3}"", ""rooms_2"": ""{county:9.4|state:7.3|us:2.8}"", ""employed"": ""{county:69.5|state:59.6|us:59.6}"", ""age_35_44"": ""{county:16.0|state:12.8|us:12.7}"", ""age_45_54"": ""{county:15.2|state:12.1|us:12.7}"", ""age_55_59"": ""{county:13.3|state:6.7|us:6.7}"", ""age_60_64"": ""{county:9.5|state:6.1|us:6.2}"", ""units_5_9"": ""{county:6.2|state:4.6|us:4.6}"", ""class_govt"": ""{county:38.6|state:25.9|us:13.9}"", ""race_mixed"": ""{county:10.7|state:9.3|us:5.2}"", ""race_native"": ""{county:30.4|state:14.6|us:0.8}"", ""rent_median"": ""{county:1208|state:1240|us:1096}"", ""earnings_male"": ""{county:66310|state:61539|us:54323}"", ""grapi_15_less"": ""{county:39.8|state:14.5|us:13.4}"", ""income_median"": ""{county:79808|state:77790|us:64994}"", ""housing_vacant"": ""{county:67.4|state:19.9|us:11.6}"", ""in_information"": ""{county:2.8|state:2.0|us:2.0}"", ""rent_1000_1499"": ""{county:55.1|state:35.3|us:30.2}"", ""rent_2000_2499"": ""{county:11.2|state:11.0|us:6.2}"", ""built_1970_1979"": ""{county:27.0|state:23.0|us:15.0}"", ""built_1980_1989"": ""{county:26.8|state:26.1|us:13.4}"", ""earnings_female"": ""{county:51776|state:51273|us:44220}"", ""earnings_median"": ""{county:51141|state:40471|us:36280}"", ""in_public_admin"": ""{county:19.6|state:11.8|us:4.7}"", ""occupied_renter"": ""{county:48.6|state:35.2|us:35.6}"", ""income_percapita"": ""{county:46950|state:37094|us:35384}"", ""in_transportation"": ""{county:13.6|state:8.9|us:5.5}"", ""edu_college_nodegree"": ""{county:32.3|state:26.0|us:20.3}"", ""income_100000_149999"": ""{county:22.5|state:19.3|us:15.6}""}"
Chugach Census Area	Alaska	"{""rooms_1"": ""{county:8.0|state:6.0|us:2.3}"", ""units_2"": ""{county:8.5|state:5.4|us:3.5}"", ""age_25_34"": ""{county:18.0|state:16.1|us:13.9}"", ""age_60_64"": ""{county:12.4|state:6.1|us:6.2}"", ""units_3_4"": ""{county:8.5|state:7.3|us:4.3}"", ""grapi_30_34"": ""{county:20.9|state:9.4|us:9.1}"", ""earnings_male"": ""{county:71629|state:61539|us:54323}"", ""income_median"": ""{county:90776|state:77790|us:64994}"", ""ancestry_swiss"": ""{county:2.7|state:0.4|us:0.3}"", ""in_information"": ""{county:4.9|state:2.0|us:2.0}"", ""rent_1000_1499"": ""{county:49.3|state:35.3|us:30.2}"", ""rent_1500_1999"": ""{county:18.6|state:18.9|us:14.9}"", ""ancestry_danish"": ""{county:3.0|state:0.7|us:0.4}"", ""built_1980_1989"": ""{county:31.1|state:26.1|us:13.4}"", ""in_public_admin"": ""{county:12.1|state:11.8|us:4.7}"", ""income_percapita"": ""{county:42592|state:37094|us:35384}"", ""job_construction"": ""{county:22.2|state:11.6|us:8.7}"", ""ancestry_scottish"": ""{county:5.1|state:2.2|us:1.6}"", ""in_transportation"": ""{county:9.8|state:8.9|us:5.5}"", ""units_boat_rv_van"": ""{county:2.3|state:0.2|us:0.1}"", ""income_75000_99999"": ""{county:19.9|state:14.2|us:12.8}"", ""value_300000_499999"": ""{county:31.0|state:33.0|us:20.5}"", ""edu_college_nodegree"": ""{county:32.1|state:26.0|us:20.3}"", ""income_100000_149999"": ""{county:21.1|state:19.3|us:15.6}""}"
Copper River Census Area	Alaska	"{""age_5_9"": ""{county:11.2|state:7.2|us:6.1}"", ""rooms_1"": ""{county:23.8|state:6.0|us:2.3}"", ""rooms_2"": ""{county:12.5|state:7.3|us:2.8}"", ""rooms_3"": ""{county:14.0|state:12.1|us:9.0}"", ""age_35_44"": ""{county:14.7|state:12.8|us:12.7}"", ""age_55_59"": ""{county:9.7|state:6.7|us:6.7}"", ""class_govt"": ""{county:42.8|state:25.9|us:13.9}"", ""race_mixed"": ""{county:13.3|state:9.3|us:5.2}"", ""race_native"": ""{county:28.5|state:14.6|us:0.8}"", ""earnings_male"": ""{county:71679|state:61539|us:54323}"", ""grapi_15_less"": ""{county:43.6|state:14.5|us:13.4}"", ""ancestry_czech"": ""{county:3.1|state:0.4|us:0.4}"", ""housing_vacant"": ""{county:63.4|state:19.9|us:11.6}"", ""in_information"": ""{county:5.9|state:2.0|us:2.0}"", ""built_1980_1989"": ""{county:29.4|state:26.1|us:13.4}"", ""built_2000_2009"": ""{county:24.9|state:15.7|us:13.6}"", ""earnings_median"": ""{county:51699|state:40471|us:36280}"", ""in_public_admin"": ""{county:14.7|state:11.8|us:4.7}"", ""value_200000_299999"": ""{county:50.4|state:29.3|us:20.0}"", ""income_100000_149999"": ""{county:22.0|state:19.3|us:15.6}""}"
Denali Borough	Alaska	"{""rooms_1"": ""{county:27.7|state:6.0|us:2.3}"", ""rooms_2"": ""{county:15.6|state:7.3|us:2.8}"", ""rooms_3"": ""{county:15.5|state:12.1|us:9.0}"", ""employed"": ""{county:71.8|state:59.6|us:59.6}"", ""age_20_24"": ""{county:11.7|state:7.2|us:6.7}"", ""age_45_54"": ""{county:15.3|state:12.1|us:12.7}"", ""age_60_64"": ""{county:14.1|state:6.1|us:6.2}"", ""race_mixed"": ""{county:12.5|state:9.3|us:5.2}"", ""age_16_over"": ""{county:92.2|state:77.7|us:80.1}"", ""age_18_over"": ""{county:89.6|state:75.1|us:77.6}"", ""age_21_over"": ""{county:83.5|state:71.5|us:73.5}"", ""grapi_25_29"": ""{county:32.4|state:11.7|us:11.6}"", ""job_service"": ""{county:35.8|state:17.7|us:17.4}"", ""in_arts_food"": ""{county:31.7|state:9.0|us:9.4}"", ""housing_vacant"": ""{county:56.4|state:19.9|us:11.6}"", ""built_1980_1989"": ""{county:30.8|state:26.1|us:13.4}"", ""in_transportation"": ""{county:29.9|state:8.9|us:5.5}"", ""ancestry_lithuanian"": ""{county:1.4|state:0.1|us:0.2}"", ""edu_bachelor_degree"": ""{county:25.6|state:18.7|us:20.2}"", ""edu_bachelor_higher"": ""{county:39.1|state:30.0|us:32.9}"", ""income_100000_149999"": ""{county:22.3|state:19.3|us:15.6}"", ""edu_highschool_higher"": ""{county:97.7|state:93.1|us:88.5}""}"
Dillingham Census Area	Alaska	"{""age_5_9"": ""{county:8.9|state:7.2|us:6.1}"", ""rooms_1"": ""{county:11.4|state:6.0|us:2.3}"", ""rooms_2"": ""{county:14.6|state:7.3|us:2.8}"", ""rooms_3"": ""{county:21.7|state:12.1|us:9.0}"", ""rooms_4"": ""{county:26.6|state:19.8|us:16.1}"", ""class_govt"": ""{county:38.6|state:25.9|us:13.9}"", ""unemployed"": ""{county:7.2|state:4.6|us:3.4}"", ""age_5_under"": ""{county:9.7|state:7.1|us:6.0}"", ""age_under18"": ""{county:31.3|state:24.9|us:22.4}"", ""race_native"": ""{county:74.0|state:14.6|us:0.8}"", ""housing_vacant"": ""{county:41.9|state:19.9|us:11.6}"", ""built_1970_1979"": ""{county:25.0|state:23.0|us:15.0}"", ""built_1980_1989"": ""{county:28.1|state:26.1|us:13.4}"", ""earnings_female"": ""{county:51098|state:51273|us:44220}"", ""in_public_admin"": ""{county:15.5|state:11.8|us:4.7}"", ""in_education_health"": ""{county:39.7|state:24.6|us:23.3}""}"
Fairbanks North Star Borough	Alaska	"{""rooms_1"": ""{county:6.8|state:6.0|us:2.3}"", ""rooms_2"": ""{county:9.8|state:7.3|us:2.8}"", ""units_2"": ""{county:7.2|state:5.4|us:3.5}"", ""age_20_24"": ""{county:10.4|state:7.2|us:6.7}"", ""age_25_34"": ""{county:18.3|state:16.1|us:13.9}"", ""units_3_4"": ""{county:7.2|state:7.3|us:4.3}"", ""class_govt"": ""{county:28.2|state:25.9|us:13.9}"", ""rent_median"": ""{county:1297|state:1240|us:1096}"", ""rent_1500_1999"": ""{county:20.7|state:18.9|us:14.9}"", ""rent_2000_2499"": ""{county:16.5|state:11.0|us:6.2}"", ""built_1980_1989"": ""{county:28.6|state:26.1|us:13.4}"", ""earnings_female"": ""{county:50198|state:51273|us:44220}"", ""in_public_admin"": ""{county:11.6|state:11.8|us:4.7}"", ""value_200000_299999"": ""{county:39.6|state:29.3|us:20.0}"", ""edu_college_nodegree"": ""{county:28.5|state:26.0|us:20.3}"", ""income_150000_199999"": ""{county:9.3|state:9.6|us:7.1}""}"
Haines Borough	Alaska	"{""age_5_9"": ""{county:12.2|state:7.2|us:6.1}"", ""rooms_1"": ""{county:9.3|state:6.0|us:2.3}"", ""rooms_2"": ""{county:11.7|state:7.3|us:2.8}"", ""rooms_3"": ""{county:14.3|state:12.1|us:9.0}"", ""age_10_14"": ""{county:11.3|state:6.7|us:6.5}"", ""age_65_74"": ""{county:18.6|state:8.1|us:9.4}"", ""race_mixed"": ""{county:14.5|state:9.3|us:5.2}"", ""age_under18"": ""{county:33.7|state:24.9|us:22.4}"", ""in_arts_food"": ""{county:16.2|state:9.0|us:9.4}"", ""grapi_15_less"": ""{county:50.3|state:14.5|us:13.4}"", ""housing_vacant"": ""{county:45.8|state:19.9|us:11.6}"", ""in_information"": ""{county:3.9|state:2.0|us:2.0}"", ""built_1980_1989"": ""{county:24.9|state:26.1|us:13.4}"", ""built_1990_1999"": ""{county:25.6|state:14.2|us:13.9}"", ""in_construction"": ""{county:19.7|state:6.7|us:6.7}"", ""built_2014_later"": ""{county:11.0|state:2.4|us:3.5}"", ""ancestry_ukranian"": ""{county:0.7|state:0.3|us:0.3}"", ""units_boat_rv_van"": ""{county:1.7|state:0.2|us:0.1}"", ""class_selfemployed"": ""{county:20.2|state:6.7|us:5.9}"", ""value_200000_299999"": ""{county:30.5|state:29.3|us:20.0}"", ""value_500000_999999"": ""{county:16.9|state:9.4|us:12.3}"", ""edu_college_nodegree"": ""{county:32.7|state:26.0|us:20.3}"", ""income_100000_149999"": ""{county:21.6|state:19.3|us:15.6}"", ""edu_highschool_higher"": ""{county:98.0|state:93.1|us:88.5}""}"
Hoonah-Angoon Census Area	Alaska	"{""rooms_1"": ""{county:9.6|state:6.0|us:2.3}"", ""rooms_2"": ""{county:11.8|state:7.3|us:2.8}"", ""rooms_3"": ""{county:15.5|state:12.1|us:9.0}"", ""age_45_54"": ""{county:16.1|state:12.1|us:12.7}"", ""age_55_59"": ""{county:12.2|state:6.7|us:6.7}"", ""age_60_64"": ""{county:9.6|state:6.1|us:6.2}"", ""age_65_74"": ""{county:16.2|state:8.1|us:9.4}"", ""age_median"": ""{county:52.1|state:34.6|us:38.2}"", ""class_govt"": ""{county:36.8|state:25.9|us:13.9}"", ""race_mixed"": ""{county:11.0|state:9.3|us:5.2}"", ""unemployed"": ""{county:6.8|state:4.6|us:3.4}"", ""age_16_over"": ""{county:87.9|state:77.7|us:80.1}"", ""age_18_over"": ""{county:87.0|state:75.1|us:77.6}"", ""age_21_over"": ""{county:85.5|state:71.5|us:73.5}"", ""race_native"": ""{county:33.3|state:14.6|us:0.8}"", ""in_arts_food"": ""{county:14.5|state:9.0|us:9.4}"", ""housing_vacant"": ""{county:53.5|state:19.9|us:11.6}"", ""rent_1000_1499"": ""{county:48.1|state:35.3|us:30.2}"", ""built_1980_1989"": ""{county:22.5|state:26.1|us:13.4}"", ""in_public_admin"": ""{county:17.0|state:11.8|us:4.7}""}"
Juneau City and Borough	Alaska	"{""rooms_2"": ""{county:7.1|state:7.3|us:2.8}"", ""units_5_9"": ""{county:7.9|state:4.6|us:4.6}"", ""class_govt"": ""{county:40.9|state:25.9|us:13.9}"", ""race_asian"": ""{county:6.8|state:6.4|us:5.6}"", ""race_mixed"": ""{county:13.4|state:9.3|us:5.2}"", ""income_mean"": ""{county:104222|state:98811|us:91547}"", ""rent_median"": ""{county:1262|state:1240|us:1096}"", ""units_10_19"": ""{county:5.5|state:2.7|us:4.3}"", ""value_median"": ""{county:355100|state:275600|us:229800}"", ""income_median"": ""{county:88077|state:77790|us:64994}"", ""rent_1000_1499"": ""{county:39.9|state:35.3|us:30.2}"", ""rent_1500_1999"": ""{county:16.9|state:18.9|us:14.9}"", ""rent_2000_2499"": ""{county:12.8|state:11.0|us:6.2}"", ""built_1970_1979"": ""{county:25.2|state:23.0|us:15.0}"", ""built_1980_1989"": ""{county:26.4|state:26.1|us:13.4}"", ""earnings_female"": ""{county:56181|state:51273|us:44220}"", ""earnings_median"": ""{county:46231|state:40471|us:36280}"", ""in_public_admin"": ""{county:24.1|state:11.8|us:4.7}"", ""job_bus_sci_art"": ""{county:45.9|state:38.2|us:39.5}"", ""income_percapita"": ""{county:43074|state:37094|us:35384}"", ""units_1_attached"": ""{county:12.9|state:7.4|us:5.9}"", ""income_200000_more"": ""{county:10.0|state:8.8|us:8.3}"", ""edu_bachelor_degree"": ""{county:25.3|state:18.7|us:20.2}"", ""edu_bachelor_higher"": ""{county:38.8|state:30.0|us:32.9}"", ""value_300000_499999"": ""{county:45.5|state:33.0|us:20.5}"", ""value_500000_999999"": ""{county:19.6|state:9.4|us:12.3}"", ""income_100000_149999"": ""{county:20.6|state:19.3|us:15.6}"", ""income_150000_199999"": ""{county:10.8|state:9.6|us:7.1}""}"
Kenai Peninsula Borough	Alaska	"{""rooms_1"": ""{county:8.4|state:6.0|us:2.3}"", ""rooms_2"": ""{county:9.1|state:7.3|us:2.8}"", ""rooms_3"": ""{county:13.1|state:12.1|us:9.0}"", ""built_1980_1989"": ""{county:25.1|state:26.1|us:13.4}"", ""value_200000_299999"": ""{county:33.9|state:29.3|us:20.0}""}"
Ketchikan Gateway Borough	Alaska	"{""rooms_1"": ""{county:5.7|state:6.0|us:2.3}"", ""rooms_2"": ""{county:6.0|state:7.3|us:2.8}"", ""rooms_3"": ""{county:14.7|state:12.1|us:9.0}"", ""units_2"": ""{county:14.6|state:5.4|us:3.5}"", ""units_3_4"": ""{county:7.3|state:7.3|us:4.3}"", ""race_asian"": ""{county:8.3|state:6.4|us:5.6}"", ""race_mixed"": ""{county:9.7|state:9.3|us:5.2}"", ""race_native"": ""{county:14.7|state:14.6|us:0.8}"", ""rent_median"": ""{county:1188|state:1240|us:1096}"", ""rent_1000_1499"": ""{county:40.4|state:35.3|us:30.2}"", ""rent_1500_1999"": ""{county:17.6|state:18.9|us:14.9}"", ""rent_2000_2499"": ""{county:7.6|state:11.0|us:6.2}"", ""ancestry_scottish"": ""{county:3.9|state:2.2|us:1.6}"", ""in_transportation"": ""{county:11.3|state:8.9|us:5.5}"", ""value_300000_499999"": ""{county:36.4|state:33.0|us:20.5}"", ""edu_college_nodegree"": ""{county:29.6|state:26.0|us:20.3}"", ""income_150000_199999"": ""{county:10.7|state:9.6|us:7.1}""}"
Kodiak Island Borough	Alaska	"{""rooms_2"": ""{county:8.1|state:7.3|us:2.8}"", ""rooms_3"": ""{county:13.4|state:12.1|us:9.0}"", ""units_2"": ""{county:6.9|state:5.4|us:3.5}"", ""age_25_34"": ""{county:16.9|state:16.1|us:13.9}"", ""age_35_44"": ""{county:15.0|state:12.8|us:12.7}"", ""units_3_4"": ""{county:9.2|state:7.3|us:4.3}"", ""race_asian"": ""{county:22.9|state:6.4|us:5.6}"", ""race_mixed"": ""{county:9.5|state:9.3|us:5.2}"", ""grapi_20_24"": ""{county:21.2|state:14.7|us:12.9}"", ""rent_median"": ""{county:1412|state:1240|us:1096}"", ""units_10_19"": ""{county:5.7|state:2.7|us:4.3}"", ""rent_1500_1999"": ""{county:22.0|state:18.9|us:14.9}"", ""rent_2000_2499"": ""{county:14.3|state:11.0|us:6.2}"", ""rent_2500_2999"": ""{county:4.4|state:2.4|us:2.6}"", ""built_1980_1989"": ""{county:26.6|state:26.1|us:13.4}"", ""occupied_renter"": ""{county:50.3|state:35.2|us:35.6}"", ""value_300000_499999"": ""{county:39.5|state:33.0|us:20.5}"", ""income_100000_149999"": ""{county:27.2|state:19.3|us:15.6}""}"
Kusilvak Census Area	Alaska	"{""age_5_9"": ""{county:10.9|state:7.2|us:6.1}"", ""rooms_1"": ""{county:10.3|state:6.0|us:2.3}"", ""rooms_2"": ""{county:6.1|state:7.3|us:2.8}"", ""rooms_3"": ""{county:20.2|state:12.1|us:9.0}"", ""rooms_4"": ""{county:32.9|state:19.8|us:16.1}"", ""edu_9_12"": ""{county:15.9|state:4.5|us:6.6}"", ""age_10_14"": ""{county:11.1|state:6.7|us:6.5}"", ""age_25_34"": ""{county:15.7|state:16.1|us:13.9}"", ""class_govt"": ""{county:59.3|state:25.9|us:13.9}"", ""unemployed"": ""{county:12.4|state:4.6|us:3.4}"", ""age_5_under"": ""{county:12.9|state:7.1|us:6.0}"", ""age_under18"": ""{county:40.5|state:24.9|us:22.4}"", ""job_service"": ""{county:27.2|state:17.7|us:17.4}"", ""race_native"": ""{county:93.0|state:14.6|us:0.8}"", ""grapi_15_less"": ""{county:41.6|state:14.5|us:13.4}"", ""edu_highschool"": ""{county:54.2|state:28.4|us:26.7}"", ""built_1970_1979"": ""{county:25.8|state:23.0|us:15.0}"", ""built_1980_1989"": ""{county:26.7|state:26.1|us:13.4}"", ""in_public_admin"": ""{county:22.2|state:11.8|us:4.7}"", ""units_1_detached"": ""{county:95.8|state:63.0|us:61.7}"", ""value_50000_less"": ""{county:39.0|state:6.2|us:6.6}"", ""income_35000_49999"": ""{county:18.9|state:10.1|us:12.0}"", ""in_education_health"": ""{county:32.9|state:24.6|us:23.3}""}"
Lake and Peninsula Borough	Alaska	"{""rooms_1"": ""{county:21.0|state:6.0|us:2.3}"", ""rooms_2"": ""{county:12.6|state:7.3|us:2.8}"", ""rooms_3"": ""{county:15.9|state:12.1|us:9.0}"", ""class_govt"": ""{county:63.7|state:25.9|us:13.9}"", ""unemployed"": ""{county:12.9|state:4.6|us:3.4}"", ""race_native"": ""{county:58.7|state:14.6|us:0.8}"", ""earnings_male"": ""{county:67500|state:61539|us:54323}"", ""grapi_15_less"": ""{county:47.4|state:14.5|us:13.4}"", ""housing_vacant"": ""{county:74.4|state:19.9|us:11.6}"", ""built_1980_1989"": ""{county:35.3|state:26.1|us:13.4}"", ""in_public_admin"": ""{county:27.8|state:11.8|us:4.7}"", ""job_bus_sci_art"": ""{county:45.6|state:38.2|us:39.5}"", ""ancestry_russian"": ""{county:2.2|state:1.2|us:0.8}"", ""units_1_detached"": ""{county:91.0|state:63.0|us:61.7}"", ""in_education_health"": ""{county:31.7|state:24.6|us:23.3}"", ""ancestry_subsaharan_african"": ""{county:5.1|state:0.8|us:1.2}""}"
Matanuska-Susitna Borough	Alaska	"{""rooms_1"": ""{county:6.8|state:6.0|us:2.3}"", ""rooms_2"": ""{county:9.7|state:7.3|us:2.8}"", ""rooms_3"": ""{county:12.3|state:12.1|us:9.0}"", ""unemployed"": ""{county:5.8|state:4.6|us:3.4}"", ""earnings_male"": ""{county:65171|state:61539|us:54323}"", ""rent_1500_1999"": ""{county:18.5|state:18.9|us:14.9}"", ""built_1980_1989"": ""{county:23.4|state:26.1|us:13.4}"", ""built_2000_2009"": ""{county:30.2|state:15.7|us:13.6}"", ""ancestry_ukranian"": ""{county:0.7|state:0.3|us:0.3}"", ""value_200000_299999"": ""{county:37.0|state:29.3|us:20.0}"", ""value_300000_499999"": ""{county:29.7|state:33.0|us:20.5}"", ""income_150000_199999"": ""{county:9.7|state:9.6|us:7.1}""}"
Nome Census Area	Alaska	"{""age_5_9"": ""{county:9.7|state:7.2|us:6.1}"", ""rooms_1"": ""{county:9.4|state:6.0|us:2.3}"", ""rooms_2"": ""{county:12.6|state:7.3|us:2.8}"", ""rooms_3"": ""{county:22.2|state:12.1|us:9.0}"", ""rooms_4"": ""{county:32.8|state:19.8|us:16.1}"", ""age_10_14"": ""{county:10.1|state:6.7|us:6.5}"", ""class_govt"": ""{county:46.1|state:25.9|us:13.9}"", ""unemployed"": ""{county:11.8|state:4.6|us:3.4}"", ""age_5_under"": ""{county:9.8|state:7.1|us:6.0}"", ""age_under18"": ""{county:34.6|state:24.9|us:22.4}"", ""race_native"": ""{county:76.5|state:14.6|us:0.8}"", ""rent_median"": ""{county:1232|state:1240|us:1096}"", ""rent_1500_1999"": ""{county:26.4|state:18.9|us:14.9}"", ""rent_2000_2499"": ""{county:8.6|state:11.0|us:6.2}"", ""built_1970_1979"": ""{county:25.6|state:23.0|us:15.0}"", ""built_1980_1989"": ""{county:28.2|state:26.1|us:13.4}"", ""earnings_female"": ""{county:57731|state:51273|us:44220}"", ""in_public_admin"": ""{county:19.3|state:11.8|us:4.7}"", ""in_transportation"": ""{county:10.0|state:8.9|us:5.5}"", ""in_education_health"": ""{county:38.9|state:24.6|us:23.3}""}"
North Slope Borough	Alaska	"{""rooms_1"": ""{county:7.7|state:6.0|us:2.3}"", ""rooms_2"": ""{county:10.0|state:7.3|us:2.8}"", ""rooms_3"": ""{county:18.1|state:12.1|us:9.0}"", ""rooms_4"": ""{county:24.9|state:19.8|us:16.1}"", ""employed"": ""{county:71.8|state:59.6|us:59.6}"", ""age_25_34"": ""{county:17.7|state:16.1|us:13.9}"", ""age_55_59"": ""{county:9.4|state:6.7|us:6.7}"", ""class_govt"": ""{county:32.9|state:25.9|us:13.9}"", ""unemployed"": ""{county:7.8|state:4.6|us:3.4}"", ""race_native"": ""{county:52.6|state:14.6|us:0.8}"", ""race_pacific"": ""{county:2.2|state:1.4|us:0.2}"", ""earnings_male"": ""{county:67367|state:61539|us:54323}"", ""grapi_15_less"": ""{county:36.5|state:14.5|us:13.4}"", ""in_agri_mining"": ""{county:22.5|state:4.5|us:1.7}"", ""rent_1500_1999"": ""{county:23.4|state:18.9|us:14.9}"", ""built_1970_1979"": ""{county:26.1|state:23.0|us:15.0}"", ""built_1980_1989"": ""{county:28.3|state:26.1|us:13.4}"", ""earnings_female"": ""{county:63561|state:51273|us:44220}"", ""earnings_median"": ""{county:56108|state:40471|us:36280}"", ""in_public_admin"": ""{county:14.4|state:11.8|us:4.7}"", ""occupied_renter"": ""{county:53.2|state:35.2|us:35.6}"", ""income_percapita"": ""{county:45889|state:37094|us:35384}"", ""job_construction"": ""{county:19.7|state:11.6|us:8.7}"", ""in_transportation"": ""{county:9.7|state:8.9|us:5.5}"", ""income_100000_149999"": ""{county:20.4|state:19.3|us:15.6}"", ""income_150000_199999"": ""{county:10.1|state:9.6|us:7.1}""}"
Northwest Arctic Borough	Alaska	"{""age_5_9"": ""{county:10.4|state:7.2|us:6.1}"", ""rooms_1"": ""{county:8.5|state:6.0|us:2.3}"", ""rooms_2"": ""{county:13.0|state:7.3|us:2.8}"", ""rooms_3"": ""{county:27.0|state:12.1|us:9.0}"", ""rooms_4"": ""{county:24.8|state:19.8|us:16.1}"", ""age_10_14"": ""{county:10.0|state:6.7|us:6.5}"", ""age_25_34"": ""{county:16.0|state:16.1|us:13.9}"", ""units_5_9"": ""{county:6.0|state:4.6|us:4.6}"", ""class_govt"": ""{county:47.5|state:25.9|us:13.9}"", ""unemployed"": ""{county:9.7|state:4.6|us:3.4}"", ""age_5_under"": ""{county:10.1|state:7.1|us:6.0}"", ""age_under18"": ""{county:35.6|state:24.9|us:22.4}"", ""race_native"": ""{county:81.9|state:14.6|us:0.8}"", ""rent_median"": ""{county:1286|state:1240|us:1096}"", ""grapi_15_less"": ""{county:33.6|state:14.5|us:13.4}"", ""edu_highschool"": ""{county:46.9|state:28.4|us:26.7}"", ""rent_1500_1999"": ""{county:22.8|state:18.9|us:14.9}"", ""rent_2000_2499"": ""{county:15.3|state:11.0|us:6.2}"", ""built_1970_1979"": ""{county:25.3|state:23.0|us:15.0}"", ""built_1980_1989"": ""{county:30.5|state:26.1|us:13.4}"", ""earnings_female"": ""{county:60417|state:51273|us:44220}"", ""in_public_admin"": ""{county:17.7|state:11.8|us:4.7}"", ""occupied_renter"": ""{county:43.1|state:35.2|us:35.6}"", ""in_transportation"": ""{county:10.6|state:8.9|us:5.5}"", ""in_education_health"": ""{county:37.3|state:24.6|us:23.3}"", ""income_150000_199999"": ""{county:10.4|state:9.6|us:7.1}""}"
Petersburg Borough	Alaska	"{""rooms_1"": ""{county:5.4|state:6.0|us:2.3}"", ""rooms_2"": ""{county:11.1|state:7.3|us:2.8}"", ""age_55_59"": ""{county:9.9|state:6.7|us:6.7}"", ""age_65_74"": ""{county:16.9|state:8.1|us:9.4}"", ""age_75_84"": ""{county:8.8|state:2.9|us:4.7}"", ""units_5_9"": ""{county:6.4|state:4.6|us:4.6}"", ""race_asian"": ""{county:14.5|state:6.4|us:5.6}"", ""race_mixed"": ""{county:8.7|state:9.3|us:5.2}"", ""built_1980_1989"": ""{county:21.9|state:26.1|us:13.4}"", ""earnings_female"": ""{county:52637|state:51273|us:44220}"", ""units_boat_rv_van"": ""{county:1.1|state:0.2|us:0.1}"", ""class_selfemployed"": ""{county:14.7|state:6.7|us:5.9}"", ""ancestry_scottish_irish"": ""{county:2.6|state:1.3|us:0.9}""}"
