name	state	zscore_1_65
White County	Arkansas	
White County	Tennessee	"{""built_1990_1999"": ""{county:24.1|state:17.8|us:13.9}""}"
White County	Indiana	"{""in_manufacturing"": ""{county:24.2|state:18.7|us:10.0}"", ""job_prod_transpo"": ""{county:27.8|state:19.5|us:13.1}""}"
White County	Illinois	"{""grapi_25_29"": ""{county:21.1|state:11.3|us:11.6}"", ""built_1940_1949"": ""{county:11.8|state:6.1|us:4.8}"", ""built_1950_1959"": ""{county:19.4|state:12.6|us:10.2}"", ""edu_associate_degree"": ""{county:15.7|state:8.1|us:8.6}""}"
White County	Georgia	"{""grapi_20_24"": ""{county:22.0|state:12.9|us:12.9}"", ""in_arts_food"": ""{county:15.1|state:9.2|us:9.4}"", ""built_1990_1999"": ""{county:28.0|state:20.6|us:13.9}"", ""built_2000_2009"": ""{county:28.2|state:21.0|us:13.6}"", ""ancestry_scottish_irish"": ""{county:2.8|state:1.1|us:0.9}""}"
White Pine County	Nevada	"{""age_35_44"": ""{county:15.4|state:13.3|us:12.7}"", ""in_arts_food"": ""{county:15.4|state:23.1|us:9.4}"", ""grapi_15_less"": ""{county:33.4|state:12.0|us:13.4}"", ""in_agri_mining"": ""{county:18.3|state:1.4|us:1.7}"", ""in_public_admin"": ""{county:13.1|state:4.2|us:4.7}"", ""job_construction"": ""{county:21.3|state:9.0|us:8.7}"", ""units_boat_rv_van"": ""{county:0.7|state:0.2|us:0.1}""}"
Whiteside County	Illinois	"{""ancestry_dutch"": ""{county:6.9|state:1.1|us:1.1}""}"
Whitfield County	Georgia	"{""edu_9_12"": ""{county:14.3|state:7.7|us:6.6}"", ""edu_9_less"": ""{county:14.3|state:4.5|us:4.9}"", ""ancestry_english"": ""{county:20.0|state:7.8|us:7.7}"", ""in_manufacturing"": ""{county:38.2|state:10.5|us:10.0}"", ""job_prod_transpo"": ""{county:33.5|state:14.7|us:13.1}""}"
Whitley County	Kentucky	"{""ancestry_hungarian"": ""{county:1.0|state:0.2|us:0.4}""}"
Whitley County	Indiana	"{""in_manufacturing"": ""{county:27.4|state:18.7|us:10.0}""}"
Whitman County	Washington	"{""rooms_3"": ""{county:16.7|state:9.4|us:9.0}"", ""age_15_19"": ""{county:15.3|state:6.0|us:6.5}"", ""age_20_24"": ""{county:21.9|state:6.4|us:6.7}"", ""units_5_9"": ""{county:12.5|state:4.4|us:4.6}"", ""class_govt"": ""{county:36.4|state:15.6|us:13.9}"", ""race_asian"": ""{county:8.4|state:8.8|us:5.6}"", ""age_16_over"": ""{county:86.5|state:80.4|us:80.1}"", ""age_18_over"": ""{county:85.0|state:78.0|us:77.6}"", ""units_10_19"": ""{county:14.0|state:4.9|us:4.3}"", ""ancestry_arab"": ""{county:1.2|state:0.5|us:0.6}"", ""grapi_35_more"": ""{county:55.9|state:37.9|us:40.0}"", ""edu_grad_degree"": ""{county:23.3|state:13.9|us:12.7}"", ""job_bus_sci_art"": ""{county:50.3|state:42.7|us:39.5}"", ""occupied_renter"": ""{county:55.8|state:36.7|us:35.6}"", ""edu_bachelor_degree"": ""{county:24.9|state:22.8|us:20.2}"", ""edu_bachelor_higher"": ""{county:48.2|state:36.7|us:32.9}"", ""in_education_health"": ""{county:40.0|state:21.6|us:23.3}""}"
Wibaux County	Montana	"{""age_60_64"": ""{county:11.3|state:7.3|us:6.2}"", ""units_3_4"": ""{county:7.6|state:4.4|us:4.3}"", ""class_govt"": ""{county:28.1|state:16.4|us:13.9}"", ""grapi_30_34"": ""{county:25.0|state:8.9|us:9.1}"", ""class_unpaid"": ""{county:1.6|state:0.3|us:0.2}"", ""grapi_15_less"": ""{county:63.3|state:17.4|us:13.4}"", ""in_agri_mining"": ""{county:34.0|state:6.4|us:1.7}"", ""ancestry_polish"": ""{county:9.8|state:1.9|us:2.7}"", ""built_1940_1949"": ""{county:10.2|state:4.7|us:4.8}"", ""ancestry_scottish"": ""{county:3.8|state:3.0|us:1.6}"", ""ancestry_norwegian"": ""{county:18.6|state:8.7|us:1.3}"", ""class_selfemployed"": ""{county:16.3|state:8.6|us:5.9}"", ""income_25000_34999"": ""{county:16.1|state:10.5|us:8.6}""}"
Wichita County	Kansas	"{""age_5_9"": ""{county:9.1|state:6.8|us:6.1}"", ""in_other"": ""{county:8.1|state:4.5|us:4.8}"", ""grapi_30_34"": ""{county:24.3|state:9.0|us:9.1}"", ""rent_500_999"": ""{county:84.6|state:53.6|us:34.3}"", ""in_agri_mining"": ""{county:21.9|state:3.1|us:1.7}"", ""built_1950_1959"": ""{county:17.0|state:12.6|us:10.2}"", ""built_1970_1979"": ""{county:28.9|state:14.7|us:15.0}"", ""edu_associate_degree"": ""{county:16.1|state:8.8|us:8.6}""}"
Wichita County	Texas	"{""built_1950_1959"": ""{county:17.1|state:7.7|us:10.2}"", ""built_1960_1969"": ""{county:17.6|state:8.8|us:10.5}""}"
Wicomico County	Maryland	"{""units_10_19"": ""{county:7.1|state:7.7|us:4.3}"", ""rent_1000_1499"": ""{county:41.4|state:33.4|us:30.2}"", ""value_150000_199999"": ""{county:26.3|state:9.2|us:13.6}"", ""ancestry_west_indian"": ""{county:2.8|state:1.5|us:0.9}""}"
Wilbarger County	Texas	"{""rooms_4"": ""{county:26.4|state:16.2|us:16.1}"", ""units_2"": ""{county:8.3|state:1.8|us:3.5}"", ""grapi_15_19"": ""{county:25.1|state:13.6|us:13.0}"", ""job_service"": ""{county:28.3|state:16.9|us:17.4}"", ""built_1950_1959"": ""{county:19.5|state:7.7|us:10.2}"", ""value_50000_less"": ""{county:32.8|state:8.3|us:6.6}"", ""in_education_health"": ""{county:34.8|state:21.8|us:23.3}""}"
Wilcox County	Georgia	"{""age_35_44"": ""{county:15.6|state:13.2|us:12.7}"", ""race_black"": ""{county:35.6|state:31.6|us:12.6}"", ""units_mobile"": ""{county:34.0|state:8.6|us:6.0}"", ""rent_500_less"": ""{county:48.1|state:8.4|us:8.9}"", ""in_public_admin"": ""{county:11.7|state:4.8|us:4.7}"", ""value_50000_less"": ""{county:39.3|state:7.7|us:6.6}""}"
Wilcox County	Alabama	"{""edu_9_12"": ""{county:15.5|state:9.1|us:6.6}"", ""age_10_14"": ""{county:9.1|state:6.4|us:6.5}"", ""race_black"": ""{county:70.3|state:26.6|us:12.6}"", ""unemployed"": ""{county:5.8|state:3.2|us:3.4}"", ""units_mobile"": ""{county:37.1|state:13.0|us:6.0}"", ""ancestry_arab"": ""{county:1.9|state:0.3|us:0.6}"", ""job_prod_transpo"": ""{county:28.3|state:17.2|us:13.1}"", ""value_50000_less"": ""{county:43.4|state:12.5|us:6.6}"", ""income_10000_14999"": ""{county:13.1|state:5.6|us:4.1}""}"
Wilkes County	Georgia	"{""rooms_5"": ""{county:37.5|state:19.3|us:19.3}"", ""race_black"": ""{county:41.9|state:31.6|us:12.6}"", ""grapi_35_more"": ""{county:50.3|state:40.1|us:40.0}"", ""built_1970_1979"": ""{county:27.4|state:13.5|us:15.0}"", ""income_10000_14999"": ""{county:10.3|state:4.2|us:4.1}"", ""income_15000_24999"": ""{county:19.4|state:9.0|us:8.5}""}"
Wilkes County	North Carolina	"{""in_retail"": ""{county:15.8|state:11.6|us:11.0}"", ""ancestry_american"": ""{county:32.5|state:10.4|us:5.9}"", ""ancestry_scottish_irish"": ""{county:2.9|state:2.3|us:0.9}""}"
Wilkin County	Minnesota	"{""rooms_9"": ""{county:23.1|state:19.8|us:11.8}"", ""age_85_over"": ""{county:4.7|state:2.2|us:2.0}"", ""grapi_30_34"": ""{county:25.1|state:9.4|us:9.1}"", ""in_wholesale"": ""{county:5.1|state:2.8|us:2.5}"", ""rent_500_less"": ""{county:46.1|state:12.3|us:8.9}"", ""ancestry_czech"": ""{county:4.2|state:1.5|us:0.4}"", ""rent_2500_2999"": ""{county:6.1|state:1.1|us:2.6}"", ""ancestry_german"": ""{county:44.1|state:31.3|us:13.0}"", ""built_1940_1949"": ""{county:9.7|state:4.5|us:4.8}"", ""ancestry_norwegian"": ""{county:29.0|state:13.9|us:1.3}"", ""income_35000_49999"": ""{county:18.9|state:11.5|us:12.0}"", ""edu_associate_degree"": ""{county:19.6|state:11.6|us:8.6}""}"
Wilkinson County	Mississippi	"{""rooms_6"": ""{county:28.4|state:20.6|us:17.8}"", ""edu_9_12"": ""{county:15.5|state:10.0|us:6.6}"", ""age_25_34"": ""{county:15.8|state:12.9|us:13.9}"", ""race_black"": ""{county:69.9|state:37.7|us:12.6}"", ""job_service"": ""{county:27.0|state:17.8|us:17.4}"", ""units_mobile"": ""{county:32.8|state:14.8|us:6.0}"", ""grapi_15_less"": ""{county:35.1|state:14.9|us:13.4}"", ""rent_500_less"": ""{county:58.7|state:17.3|us:8.9}"", ""in_information"": ""{county:5.0|state:1.2|us:2.0}"", ""built_1970_1979"": ""{county:24.0|state:18.2|us:15.0}"", ""built_1980_1989"": ""{county:24.4|state:14.3|us:13.4}"", ""value_50000_99999"": ""{county:43.8|state:24.3|us:11.0}"", ""income_15000_24999"": ""{county:25.5|state:12.3|us:8.5}"", ""income_35000_49999"": ""{county:20.7|state:13.5|us:12.0}"", ""in_education_health"": ""{county:31.9|state:25.4|us:23.3}""}"
Wilkinson County	Georgia	"{""race_black"": ""{county:39.0|state:31.6|us:12.6}"", ""units_mobile"": ""{county:30.2|state:8.6|us:6.0}"", ""edu_highschool"": ""{county:50.1|state:27.5|us:26.7}"", ""value_50000_less"": ""{county:33.5|state:7.7|us:6.6}""}"
Willacy County	Texas	"{""edu_9_less"": ""{county:16.9|state:7.8|us:4.9}"", ""race_mixed"": ""{county:10.7|state:7.0|us:5.2}"", ""unemployed"": ""{county:5.8|state:3.4|us:3.4}"", ""race_hispanic"": ""{county:88.2|state:39.4|us:18.2}"", ""in_information"": ""{county:3.2|state:1.7|us:2.0}"", ""built_2014_later"": ""{county:7.8|state:7.1|us:3.5}"", ""job_construction"": ""{county:22.4|state:10.5|us:8.7}"", ""value_50000_less"": ""{county:40.8|state:8.3|us:6.6}""}"
Will County	Illinois	"{""pop2020"": ""{county:689704|state:12716164|us:326569308}"", ""rooms_9"": ""{county:21.6|state:13.0|us:11.8}"", ""income_mean"": ""{county:109755|state:95115|us:91547}"", ""rent_median"": ""{county:1183|state:1038|us:1096}"", ""ancestry_arab"": ""{county:0.8|state:0.8|us:0.6}"", ""earnings_male"": ""{county:67838|state:59310|us:54323}"", ""income_median"": ""{county:90800|state:68428|us:64994}"", ""ancestry_greek"": ""{county:0.8|state:0.7|us:0.4}"", ""rent_1500_1999"": ""{county:20.9|state:13.6|us:14.9}"", ""ancestry_polish"": ""{county:11.7|state:6.6|us:2.7}"", ""built_2000_2009"": ""{county:26.2|state:10.8|us:13.6}"", ""earnings_female"": ""{county:50149|state:47045|us:44220}"", ""ancestry_italian"": ""{county:9.7|state:5.7|us:5.1}"", ""units_1_attached"": ""{county:11.9|state:5.8|us:5.9}"", ""income_200000_more"": ""{county:11.0|state:8.8|us:8.3}"", ""ancestry_lithuanian"": ""{county:1.4|state:0.6|us:0.2}"", ""value_200000_299999"": ""{county:32.2|state:22.3|us:20.0}"", ""income_100000_149999"": ""{county:22.1|state:16.6|us:15.6}"", ""income_150000_199999"": ""{county:11.7|state:7.8|us:7.1}""}"
Williamsburg city	Virginia	"{""units_2"": ""{county:8.0|state:1.6|us:3.5}"", ""age_15_19"": ""{county:21.5|state:6.5|us:6.5}"", ""age_20_24"": ""{county:19.1|state:6.7|us:6.7}"", ""job_sales"": ""{county:28.6|state:19.8|us:21.3}"", ""units_3_4"": ""{county:9.2|state:2.8|us:4.3}"", ""units_5_9"": ""{county:9.0|state:4.6|us:4.6}"", ""race_asian"": ""{county:6.6|state:6.7|us:5.6}"", ""age_16_over"": ""{county:91.2|state:80.5|us:80.1}"", ""age_18_over"": ""{county:89.0|state:78.0|us:77.6}"", ""units_10_19"": ""{county:10.2|state:5.5|us:4.3}"", ""in_arts_food"": ""{county:18.8|state:8.7|us:9.4}"", ""value_median"": ""{county:334100|state:282800|us:229800}"", ""ancestry_arab"": ""{county:1.0|state:0.9|us:0.6}"", ""rent_1000_1499"": ""{county:54.2|state:30.1|us:30.2}"", ""edu_grad_degree"": ""{county:24.9|state:17.2|us:12.7}"", ""occupied_renter"": ""{county:47.8|state:33.3|us:35.6}"", ""units_1_attached"": ""{county:13.1|state:11.1|us:5.9}"", ""income_200000_more"": ""{county:10.6|state:11.6|us:8.3}"", ""edu_bachelor_degree"": ""{county:25.7|state:22.4|us:20.2}"", ""edu_bachelor_higher"": ""{county:50.6|state:39.5|us:32.9}"", ""in_education_health"": ""{county:34.6|state:22.2|us:23.3}"", ""value_300000_499999"": ""{county:30.0|state:25.4|us:20.5}"", ""value_500000_999999"": ""{county:25.0|state:18.0|us:12.3}""}"
Williamsburg County	South Carolina	"{""race_black"": ""{county:64.4|state:26.4|us:12.6}"", ""units_mobile"": ""{county:40.4|state:15.8|us:6.0}"", ""value_50000_less"": ""{county:35.7|state:10.7|us:6.6}"", ""income_10000_less"": ""{county:19.4|state:7.4|us:5.8}""}"
Williams County	Ohio	"{""rent_500_999"": ""{county:80.3|state:57.2|us:34.3}"", ""in_manufacturing"": ""{county:32.3|state:15.1|us:10.0}"", ""job_prod_transpo"": ""{county:30.7|state:16.9|us:13.1}""}"
Williams County	North Dakota	"{""age_5_9"": ""{county:8.4|state:6.6|us:6.1}"", ""rooms_2"": ""{county:7.4|state:3.3|us:2.8}"", ""rooms_3"": ""{county:18.8|state:9.6|us:9.0}"", ""employed"": ""{county:71.7|state:66.9|us:59.6}"", ""age_25_34"": ""{county:20.1|state:15.2|us:13.9}"", ""age_5_under"": ""{county:9.8|state:7.0|us:6.0}"", ""age_under18"": ""{county:28.8|state:23.4|us:22.4}"", ""income_mean"": ""{county:108499|state:85506|us:91547}"", ""units_10_19"": ""{county:9.0|state:5.4|us:4.3}"", ""in_wholesale"": ""{county:6.4|state:3.4|us:2.5}"", ""ancestry_arab"": ""{county:1.1|state:0.4|us:0.6}"", ""earnings_male"": ""{county:69793|state:54353|us:54323}"", ""units_20_more"": ""{county:28.1|state:15.0|us:9.4}"", ""in_agri_mining"": ""{county:23.8|state:9.2|us:1.7}"", ""built_2010_2013"": ""{county:18.2|state:8.0|us:2.7}"", ""earnings_median"": ""{county:48174|state:38165|us:36280}"", ""occupied_renter"": ""{county:47.0|state:37.5|us:35.6}"", ""built_2014_later"": ""{county:22.3|state:8.0|us:3.5}"", ""income_percapita"": ""{county:43364|state:36289|us:35384}"", ""job_construction"": ""{county:22.3|state:11.9|us:8.7}"", ""ancestry_norwegian"": ""{county:22.4|state:23.7|us:1.3}"", ""income_200000_more"": ""{county:10.3|state:6.0|us:8.3}"", ""income_150000_199999"": ""{county:10.1|state:6.3|us:7.1}""}"
Williamson County	Illinois	"{""units_2"": ""{county:6.5|state:5.6|us:3.5}""}"
Williamson County	Tennessee	"{""rooms_8"": ""{county:13.8|state:9.0|us:8.8}"", ""rooms_9"": ""{county:37.0|state:12.3|us:11.8}"", ""age_45_54"": ""{county:15.3|state:13.0|us:12.7}"", ""in_finance"": ""{county:10.1|state:5.9|us:6.6}"", ""income_mean"": ""{county:149051|state:76937|us:91547}"", ""rent_median"": ""{county:1596|state:897|us:1096}"", ""rooms_median"": ""{county:7.6|state:5.7|us:5.5}"", ""value_median"": ""{county:471300|state:177600|us:229800}"", ""earnings_male"": ""{county:90767|state:48607|us:54323}"", ""income_median"": ""{county:111196|state:54833|us:64994}"", ""rent_1500_1999"": ""{county:36.2|state:8.2|us:14.9}"", ""rent_2000_2499"": ""{county:11.2|state:2.0|us:6.2}"", ""rent_2500_2999"": ""{county:4.3|state:0.6|us:2.6}"", ""rent_3000_more"": ""{county:5.4|state:0.6|us:2.8}"", ""built_2000_2009"": ""{county:24.8|state:16.1|us:13.6}"", ""built_2010_2013"": ""{county:8.1|state:3.4|us:2.7}"", ""earnings_female"": ""{county:56573|state:39132|us:44220}"", ""earnings_median"": ""{county:51223|state:32742|us:36280}"", ""edu_grad_degree"": ""{county:22.4|state:10.4|us:12.7}"", ""in_professional"": ""{county:15.1|state:9.9|us:11.7}"", ""job_bus_sci_art"": ""{county:56.0|state:36.3|us:39.5}"", ""built_2014_later"": ""{county:12.6|state:4.7|us:3.5}"", ""income_percapita"": ""{county:53320|state:30869|us:35384}"", ""income_200000_more"": ""{county:21.2|state:5.1|us:8.3}"", ""edu_bachelor_degree"": ""{county:38.1|state:17.8|us:20.2}"", ""edu_bachelor_higher"": ""{county:60.5|state:28.2|us:32.9}"", ""value_300000_499999"": ""{county:36.7|state:15.4|us:20.5}"", ""value_500000_999999"": ""{county:38.0|state:6.2|us:12.3}"", ""income_100000_149999"": ""{county:21.9|state:13.3|us:15.6}"", ""income_150000_199999"": ""{county:13.2|state:4.9|us:7.1}"", ""ancestry_scottish_irish"": ""{county:2.5|state:2.1|us:0.9}""}"
Williamson County	Texas	"{""age_35_44"": ""{county:16.4|state:13.6|us:12.7}"", ""race_asian"": ""{county:7.1|state:4.9|us:5.6}"", ""income_mean"": ""{county:109558|state:89506|us:91547}"", ""rent_median"": ""{county:1368|state:1082|us:1096}"", ""units_10_19"": ""{county:5.6|state:6.0|us:4.3}"", ""income_median"": ""{county:90834|state:63826|us:64994}"", ""rent_1000_1499"": ""{county:46.9|state:36.5|us:30.2}"", ""rent_1500_1999"": ""{county:25.2|state:14.4|us:14.9}"", ""rent_2000_2499"": ""{county:9.7|state:4.2|us:6.2}"", ""built_2000_2009"": ""{county:30.7|state:18.7|us:13.6}"", ""built_2010_2013"": ""{county:9.1|state:5.1|us:2.7}"", ""in_professional"": ""{county:15.6|state:11.7|us:11.7}"", ""job_bus_sci_art"": ""{county:47.2|state:37.8|us:39.5}"", ""built_2014_later"": ""{county:15.1|state:7.1|us:3.5}"", ""income_200000_more"": ""{county:10.8|state:7.8|us:8.3}"", ""edu_bachelor_degree"": ""{county:27.6|state:19.9|us:20.2}"", ""edu_bachelor_higher"": ""{county:41.9|state:30.7|us:32.9}"", ""value_200000_299999"": ""{county:35.9|state:21.2|us:20.0}"", ""value_300000_499999"": ""{county:35.4|state:17.0|us:20.5}"", ""income_100000_149999"": ""{county:22.6|state:15.6|us:15.6}"", ""income_150000_199999"": ""{county:11.7|state:7.0|us:7.1}""}"
Wilson County	Texas	"{""income_median"": ""{county:80082|state:63826|us:64994}"", ""occupied_owner"": ""{county:87.3|state:62.3|us:64.4}"", ""ancestry_polish"": ""{county:7.9|state:1.0|us:2.7}"", ""built_1990_1999"": ""{county:24.7|state:15.1|us:13.9}"", ""built_2000_2009"": ""{county:25.1|state:18.7|us:13.6}"", ""built_2010_2013"": ""{county:6.0|state:5.1|us:2.7}"", ""in_construction"": ""{county:11.7|state:8.6|us:6.7}"", ""built_2014_later"": ""{county:8.1|state:7.1|us:3.5}"", ""income_100000_149999"": ""{county:23.3|state:15.6|us:15.6}""}"
Wilson County	Kansas	
Wilson County	Tennessee	"{""ancestry_arab"": ""{county:0.9|state:0.6|us:0.6}"", ""built_2010_2013"": ""{county:6.7|state:3.4|us:2.7}"", ""built_2014_later"": ""{county:10.6|state:4.7|us:3.5}"", ""value_200000_299999"": ""{county:31.2|state:20.8|us:20.0}"", ""value_300000_499999"": ""{county:36.3|state:15.4|us:20.5}"", ""income_100000_149999"": ""{county:21.2|state:13.3|us:15.6}""}"
Wilson County	North Carolina	"{""units_2"": ""{county:7.4|state:2.0|us:3.5}"", ""race_black"": ""{county:39.8|state:21.4|us:12.6}"", ""ancestry_arab"": ""{county:1.0|state:0.4|us:0.6}""}"
Winchester city	Virginia	"{""age_15_19"": ""{county:9.1|state:6.5|us:6.5}"", ""units_3_4"": ""{county:7.2|state:2.8|us:4.3}"", ""units_10_19"": ""{county:10.6|state:5.5|us:4.3}"", ""rent_1000_1499"": ""{county:49.4|state:30.1|us:30.2}"", ""in_professional"": ""{county:13.0|state:15.9|us:11.7}"", ""occupied_renter"": ""{county:55.3|state:33.3|us:35.6}"", ""units_1_attached"": ""{county:11.8|state:11.1|us:5.9}"", ""value_200000_299999"": ""{county:30.8|state:21.6|us:20.0}"", ""value_300000_499999"": ""{county:28.4|state:25.4|us:20.5}"", ""ancestry_west_indian"": ""{county:1.7|state:0.6|us:0.9}""}"
Windham County	Vermont	"{""units_5_9"": ""{county:7.5|state:4.8|us:4.6}"", ""grapi_25_29"": ""{county:20.1|state:13.6|us:11.6}"", ""ancestry_irish"": ""{county:16.7|state:16.5|us:9.7}"", ""housing_vacant"": ""{county:37.7|state:22.1|us:11.6}"", ""ancestry_french"": ""{county:8.1|state:10.5|us:2.3}"", ""edu_grad_degree"": ""{county:17.2|state:16.1|us:12.7}"", ""ancestry_english"": ""{county:16.9|state:17.0|us:7.7}"", ""ancestry_scottish"": ""{county:3.9|state:4.3|us:1.6}"", ""ancestry_lithuanian"": ""{county:0.5|state:0.4|us:0.2}"", ""edu_bachelor_higher"": ""{county:39.7|state:39.7|us:32.9}"", ""value_200000_299999"": ""{county:31.8|state:28.4|us:20.0}"", ""ancestry_frenchcanadian"": ""{county:5.5|state:7.9|us:0.6}""}"
Windham County	Connecticut	"{""units_2"": ""{county:8.5|state:8.2|us:3.5}"", ""units_3_4"": ""{county:9.1|state:8.4|us:4.3}"", ""units_5_9"": ""{county:6.1|state:5.3|us:4.6}"", ""ancestry_greek"": ""{county:1.1|state:0.8|us:0.4}"", ""rent_1000_1499"": ""{county:38.2|state:38.4|us:30.2}"", ""ancestry_french"": ""{county:14.0|state:4.6|us:2.3}"", ""ancestry_polish"": ""{county:7.7|state:6.9|us:2.7}"", ""ancestry_italian"": ""{county:10.3|state:16.5|us:5.1}"", ""ancestry_lithuanian"": ""{county:0.5|state:0.7|us:0.2}"", ""ancestry_portuguese"": ""{county:2.3|state:1.3|us:0.4}"", ""value_150000_199999"": ""{county:27.1|state:14.8|us:13.6}"", ""value_200000_299999"": ""{county:34.1|state:27.3|us:20.0}"", ""ancestry_frenchcanadian"": ""{county:9.5|state:2.5|us:0.6}""}"
Windsor County	Vermont	"{""units_3_4"": ""{county:6.9|state:6.3|us:4.3}"", ""ancestry_french"": ""{county:9.6|state:10.5|us:2.3}"", ""edu_grad_degree"": ""{county:16.4|state:16.1|us:12.7}"", ""ancestry_english"": ""{county:20.7|state:17.0|us:7.7}"", ""ancestry_scottish"": ""{county:4.6|state:4.3|us:1.6}"", ""ancestry_lithuanian"": ""{county:0.5|state:0.4|us:0.2}"", ""ancestry_frenchcanadian"": ""{county:4.6|state:7.9|us:0.6}""}"
Winkler County	Texas	"{""age_5_9"": ""{county:8.3|state:7.0|us:6.1}"", ""edu_9_12"": ""{county:18.8|state:7.8|us:6.6}"", ""age_15_19"": ""{county:11.7|state:7.1|us:6.5}"", ""age_35_44"": ""{county:15.4|state:13.6|us:12.7}"", ""edu_9_less"": ""{county:12.3|state:7.8|us:4.9}"", ""race_mixed"": ""{county:11.4|state:7.0|us:5.2}"", ""age_under18"": ""{county:29.5|state:25.8|us:22.4}"", ""grapi_15_19"": ""{county:28.7|state:13.6|us:13.0}"", ""grapi_15_less"": ""{county:32.9|state:13.0|us:13.4}"", ""race_hispanic"": ""{county:61.5|state:39.4|us:18.2}"", ""in_agri_mining"": ""{county:21.3|state:2.8|us:1.7}"", ""built_1940_1949"": ""{county:11.1|state:3.2|us:4.8}"", ""built_1950_1959"": ""{county:28.0|state:7.7|us:10.2}"", ""built_1960_1969"": ""{county:27.5|state:8.8|us:10.5}"", ""in_construction"": ""{county:14.2|state:8.6|us:6.7}"", ""in_transportation"": ""{county:11.1|state:6.0|us:5.5}""}"
Winnebago County	Wisconsin	"{""units_5_9"": ""{county:7.5|state:4.9|us:4.6}"", ""ancestry_german"": ""{county:44.5|state:37.8|us:13.0}"", ""ancestry_polish"": ""{county:7.9|state:8.4|us:2.7}"", ""value_100000_149000"": ""{county:28.5|state:18.5|us:12.3}""}"
Winnebago County	Iowa	"{""ancestry_danish"": ""{county:3.0|state:1.6|us:0.4}"", ""built_1970_1979"": ""{county:24.5|state:14.2|us:15.0}"", ""in_manufacturing"": ""{county:25.3|state:14.7|us:10.0}"", ""job_prod_transpo"": ""{county:26.9|state:17.0|us:13.1}"", ""value_50000_99999"": ""{county:43.4|state:19.6|us:11.0}"", ""ancestry_norwegian"": ""{county:32.3|state:4.7|us:1.3}"", ""edu_associate_degree"": ""{county:15.2|state:11.8|us:8.6}""}"
Winnebago County	Illinois	"{""units_2"": ""{county:6.3|state:5.6|us:3.5}"", ""units_3_4"": ""{county:6.8|state:6.4|us:4.3}"", ""ancestry_arab"": ""{county:0.9|state:0.8|us:0.6}"", ""ancestry_swedish"": ""{county:7.4|state:1.9|us:1.1}"", ""value_100000_149000"": ""{county:27.9|state:14.4|us:12.3}""}"
Winneshiek County	Iowa	"{""rooms_8"": ""{county:14.0|state:10.5|us:8.8}"", ""age_15_19"": ""{county:9.3|state:6.7|us:6.5}"", ""age_20_24"": ""{county:10.1|state:7.2|us:6.7}"", ""ancestry_czech"": ""{county:7.3|state:1.6|us:0.4}"", ""ancestry_german"": ""{county:42.5|state:32.3|us:13.0}"", ""ancestry_norwegian"": ""{county:26.7|state:4.7|us:1.3}"", ""built_1939_earlier"": ""{county:37.6|state:25.2|us:12.4}"", ""edu_associate_degree"": ""{county:15.1|state:11.8|us:8.6}""}"
Winn Parish	Louisiana	"{""in_public_admin"": ""{county:12.3|state:5.3|us:4.7}"", ""income_15000_24999"": ""{county:20.1|state:12.2|us:8.5}""}"
Winona County	Minnesota	"{""age_15_19"": ""{county:9.3|state:6.4|us:6.5}"", ""age_20_24"": ""{county:13.6|state:6.4|us:6.7}"", ""ancestry_german"": ""{county:40.1|state:31.3|us:13.0}"", ""ancestry_polish"": ""{county:10.8|state:4.3|us:2.7}"", ""ancestry_norwegian"": ""{county:14.9|state:13.9|us:1.3}"", ""edu_associate_degree"": ""{county:14.5|state:11.6|us:8.6}""}"
Winston County	Alabama	"{""edu_9_12"": ""{county:14.6|state:9.1|us:6.6}"", ""age_55_59"": ""{county:9.3|state:6.8|us:6.7}"", ""in_retail"": ""{county:15.5|state:11.6|us:11.0}"", ""units_mobile"": ""{county:30.9|state:13.0|us:6.0}"", ""job_prod_transpo"": ""{county:30.2|state:17.2|us:13.1}"", ""value_50000_less"": ""{county:30.7|state:12.5|us:6.6}"", ""in_transportation"": ""{county:12.0|state:5.5|us:5.5}""}"
Winston County	Mississippi	"{""race_black"": ""{county:47.2|state:37.7|us:12.6}"", ""built_1960_1969"": ""{county:16.3|state:11.5|us:10.5}"", ""income_15000_24999"": ""{county:17.2|state:12.3|us:8.5}""}"
Wirt County	West Virginia	"{""grapi_25_29"": ""{county:22.3|state:11.1|us:11.6}"", ""in_wholesale"": ""{county:7.1|state:2.0|us:2.5}"", ""rent_500_less"": ""{county:57.7|state:20.8|us:8.9}"", ""built_2010_2013"": ""{county:6.9|state:2.3|us:2.7}"", ""ancestry_hungarian"": ""{county:0.9|state:0.5|us:0.4}"", ""ancestry_scottish_irish"": ""{county:2.7|state:1.8|us:0.9}""}"
Wise County	Virginia	"{""edu_9_12"": ""{county:14.1|state:5.8|us:6.6}"", ""ancestry_american"": ""{county:35.0|state:9.4|us:5.9}""}"
Wise County	Texas	"{""rent_1000_1499"": ""{county:42.8|state:36.5|us:30.2}""}"
